Timestamp,pH_Value,Scrubber_ID,Quality_Flag
2026-03-30,,GCB-6-SCRUBBER,Offline
2026-03-31,,GCB-6-SCRUBBER,Offline
2026-04-01,,GCB-6-SCRUBBER,Offline
2026-04-02,,GCB-6-SCRUBBER,Offline
2026-04-03,,GCB-6-SCRUBBER,Offline
2026-04-04,,GCB-6-SCRUBBER,Offline
2026-04-05,,GCB-6-SCRUBBER,Offline
2026-04-06,,GCB-6-SCRUBBER,Offline
2026-04-07,,GCB-6-SCRUBBER,Offline
2026-04-08,,GCB-6-SCRUBBER,Offline
2026-04-09,,GCB-6-SCRUBBER,Offline
2026-04-10,,GCB-6-SCRUBBER,Offline
2026-04-11,,GCB-6-SCRUBBER,Offline
2026-04-12,,GCB-6-SCRUBBER,Offline
2026-04-13,,GCB-6-SCRUBBER,Offline
2026-04-14,,GCB-6-SCRUBBER,Offline
2026-04-15,,GCB-6-SCRUBBER,Offline
2026-04-16,,GCB-6-SCRUBBER,Offline
2026-04-17,,GCB-6-SCRUBBER,Offline
2026-04-18,,GCB-6-SCRUBBER,Offline
2026-04-19,,GCB-6-SCRUBBER,Offline
2026-04-20,,GCB-6-SCRUBBER,Offline
2026-04-21,,GCB-6-SCRUBBER,Offline
2026-04-22,,GCB-6-SCRUBBER,Offline
2026-04-23,,GCB-6-SCRUBBER,Offline
2026-04-24,,GCB-6-SCRUBBER,Offline
2026-04-25,,GCB-6-SCRUBBER,Offline
2026-04-26,,GCB-6-SCRUBBER,Offline
2026-04-27,,GCB-6-SCRUBBER,Offline
2026-04-28,,GCB-6-SCRUBBER,Offline
2026-04-29,,GCB-6-SCRUBBER,Offline
2026-04-30,,GCB-6-SCRUBBER,Offline
2026-05-01,,GCB-6-SCRUBBER,Offline
2026-05-02,,GCB-6-SCRUBBER,Offline
2026-05-03,,GCB-6-SCRUBBER,Offline
2026-05-04,,GCB-6-SCRUBBER,Offline
2026-05-05,,GCB-6-SCRUBBER,Offline
2026-05-06,,GCB-6-SCRUBBER,Offline
2026-05-07,,GCB-6-SCRUBBER,Offline
2026-05-08,,GCB-6-SCRUBBER,Offline
2026-05-09,,GCB-6-SCRUBBER,Offline
2026-05-10,,GCB-6-SCRUBBER,Offline
2026-05-11,,GCB-6-SCRUBBER,Offline
2026-05-12,,GCB-6-SCRUBBER,Offline
2026-05-13,,GCB-6-SCRUBBER,Offline
2026-05-14,,GCB-6-SCRUBBER,Offline
2026-05-15,,GCB-6-SCRUBBER,Offline
2026-05-16,,GCB-6-SCRUBBER,Offline
2026-05-17,,GCB-6-SCRUBBER,Offline
2026-05-18,,GCB-6-SCRUBBER,Offline
2026-05-19,,GCB-6-SCRUBBER,Offline
2026-05-20,,GCB-6-SCRUBBER,Offline
2026-05-21,,GCB-6-SCRUBBER,Offline
2026-05-22,,GCB-6-SCRUBBER,Offline
2026-05-23,,GCB-6-SCRUBBER,Offline
2026-05-24,,GCB-6-SCRUBBER,Offline
2026-05-25,,GCB-6-SCRUBBER,Offline
2026-05-26,,GCB-6-SCRUBBER,Offline
2026-05-27,,GCB-6-SCRUBBER,Offline
2026-05-28,,GCB-6-SCRUBBER,Offline
2026-05-29,,GCB-6-SCRUBBER,Offline
2026-05-30,,GCB-6-SCRUBBER,Offline
2026-05-31,,GCB-6-SCRUBBER,Offline
2026-06-01,,GCB-6-SCRUBBER,Offline
2026-06-02,,GCB-6-SCRUBBER,Offline
2026-06-03,,GCB-6-SCRUBBER,Offline
2026-06-04,,GCB-6-SCRUBBER,Offline
2026-06-05,,GCB-6-SCRUBBER,Offline
2026-06-06,,GCB-6-SCRUBBER,Offline
2026-06-07,,GCB-6-SCRUBBER,Offline
2026-06-08,,GCB-6-SCRUBBER,Offline
2026-06-09,,GCB-6-SCRUBBER,Offline
2026-06-10,,GCB-6-SCRUBBER,Offline
2026-06-11,,GCB-6-SCRUBBER,Offline
2026-06-12,,GCB-6-SCRUBBER,Offline
2026-06-13,,GCB-6-SCRUBBER,Offline
2026-06-14,,GCB-6-SCRUBBER,Offline
2026-06-15,,GCB-6-SCRUBBER,Offline
2026-06-16,,GCB-6-SCRUBBER,Offline
2026-06-17,,GCB-6-SCRUBBER,Offline
2026-06-18,,GCB-6-SCRUBBER,Offline
2026-06-19,,GCB-6-SCRUBBER,Offline
2026-06-20,,GCB-6-SCRUBBER,Offline
2026-06-21,,GCB-6-SCRUBBER,Offline
2026-06-22,,GCB-6-SCRUBBER,Offline
2026-06-23,,GCB-6-SCRUBBER,Offline
2026-06-24,,GCB-6-SCRUBBER,Offline
2026-06-25,,GCB-6-SCRUBBER,Offline
2026-06-26,,GCB-6-SCRUBBER,Offline
2026-06-27,,GCB-6-SCRUBBER,Offline
2026-06-28,,GCB-6-SCRUBBER,Offline
2026-06-29,,GCB-6-SCRUBBER,Offline
2026-06-30,,GCB-6-SCRUBBER,Offline
2026-01-01,12.0,SCB-102,Good
2026-01-02,12.0,SCB-102,Good
2026-01-03,12.09,SCB-102,Good
2026-01-04,12.04,SCB-102,Good
2026-01-05,12.14,SCB-102,Good
2026-01-06,12.055,SCB-102,Interpolated
2026-01-07,11.97,SCB-102,Interpolated
2026-01-08,11.885000000000002,SCB-102,Interpolated
2026-01-09,11.8,SCB-102,Good
2026-01-10,11.82,SCB-102,Good
2026-01-11,12.08,SCB-102,Good
2026-01-12,11.9,SCB-102,Good
2026-01-13,11.9,SCB-102,Good
2026-01-14,11.95,SCB-102,Good
2026-01-15,12.12,SCB-102,Good
2026-01-16,12.6,SCB-102,Good
2026-01-17,12.2,SCB-102,Good
2026-01-18,12.13,SCB-102,Good
2026-01-19,12.0,SCB-102,Good
2026-01-20,11.9,SCB-102,Good
2026-01-21,11.94,SCB-102,Good
2026-01-22,12.1,SCB-102,Good
2026-01-23,12.1,SCB-102,Good
2026-01-24,12.285714285714285,SCB-102,Interpolated
2026-01-25,12.471428571428572,SCB-102,Interpolated
2026-01-26,12.657142857142857,SCB-102,Interpolated
2026-01-27,,SCB-102,Offline
2026-01-28,,SCB-102,Offline
2026-01-29,,SCB-102,Offline
2026-01-30,13.4,SCB-102,Good
2026-01-31,13.9,SCB-102,Good
2026-02-01,13.6,SCB-102,Good
2026-02-02,13.48,SCB-102,Good
2026-02-03,13.34,SCB-102,Good
2026-02-04,12.75,SCB-102,Good
2026-02-05,12.77,SCB-102,Good
2026-02-06,12.86,SCB-102,Good
2026-02-07,12.98,SCB-102,Good
2026-02-08,12.94,SCB-102,Good
2026-02-09,12.92,SCB-102,Good
2026-02-10,13.17,SCB-102,Good
2026-02-11,13.2,SCB-102,Good
2026-02-12,12.65,SCB-102,Good
2026-02-13,12.39,SCB-102,Good
2026-02-14,12.6,SCB-102,Good
2026-02-15,12.6,SCB-102,Good
2026-02-16,3.23,SCB-102,Good
2026-02-17,0.95,SCB-102,Good
2026-02-18,9.01,SCB-102,Good
2026-02-19,9.01,SCB-102,Good
2026-02-20,9.01,SCB-102,Good
2026-02-21,8.16,SCB-102,Good
2026-02-22,7.37,SCB-102,Good
2026-02-23,7.36,SCB-102,Good
2026-02-24,7.36,SCB-102,Good
2026-02-25,7.36,SCB-102,Good
2026-02-26,7.35,SCB-102,Good
2026-02-27,7.36,SCB-102,Good
2026-02-28,7.36,SCB-102,Good
2026-03-01,7.32,SCB-102,Good
2026-03-02,7.33,SCB-102,Good
2026-03-03,7.33,SCB-102,Good
2026-03-04,7.32,SCB-102,Good
2026-03-05,7.33,SCB-102,Good
2026-03-06,7.31,SCB-102,Good
2026-03-07,7.3,SCB-102,Good
2026-03-08,7.25,SCB-102,Good
2026-03-09,7.24,SCB-102,Good
2026-03-10,7.27,SCB-102,Good
2026-03-11,7.31,SCB-102,Good
2026-03-12,7.34,SCB-102,Good
2026-03-13,7.33,SCB-102,Good
2026-03-14,7.32,SCB-102,Good
2026-03-15,7.32,SCB-102,Good
2026-03-16,7.34,SCB-102,Good
2026-03-17,7.35,SCB-102,Good
2026-03-18,7.36,SCB-102,Good
2026-03-19,7.36,SCB-102,Good
2026-03-20,7.35,SCB-102,Good
2026-03-21,7.35,SCB-102,Good
2026-03-22,7.32,SCB-102,Good
2026-03-23,7.37,SCB-102,Good
2026-03-24,7.36,SCB-102,Good
2026-03-25,7.355,SCB-102,Interpolated
2026-03-26,7.35,SCB-102,Interpolated
2026-03-27,7.345,SCB-102,Interpolated
2026-03-28,7.34,SCB-102,Good
2026-03-29,7.33,SCB-102,Good
2026-03-30,7.33,SCB-102,Good
2026-03-31,7.21,SCB-102,Good
2026-04-01,7.01,SCB-102,Good
2026-04-02,7.25,SCB-102,Good
2026-04-03,7.3,SCB-102,Good
2026-04-04,7.32,SCB-102,Good
2026-04-05,7.31,SCB-102,Good
2026-04-06,7.31,SCB-102,Good
2026-04-07,7.31,SCB-102,Good
2026-04-08,7.32,SCB-102,Good
2026-04-09,7.33,SCB-102,Good
2026-04-10,7.33,SCB-102,Good
2026-04-11,7.34,SCB-102,Good
2026-04-12,7.35,SCB-102,Good
2026-04-13,7.35,SCB-102,Good
2026-04-14,7.35,SCB-102,Good
2026-04-15,7.35,SCB-102,Good
2026-04-16,7.35,SCB-102,Good
2026-04-17,7.35,SCB-102,Good
2026-04-18,7.35,SCB-102,Good
2026-04-19,7.35,SCB-102,Good
2026-04-20,7.35,SCB-102,Good
2026-04-21,7.35,SCB-102,Good
2026-04-22,7.36,SCB-102,Good
2026-04-23,7.36,SCB-102,Good
2026-04-24,7.36,SCB-102,Good
2026-04-25,7.36,SCB-102,Good
2026-04-26,7.38,SCB-102,Good
2026-04-27,7.38,SCB-102,Good
2026-04-28,7.39,SCB-102,Good
2026-04-29,7.39,SCB-102,Good
2026-04-30,7.4,SCB-102,Good
2026-05-01,7.4,SCB-102,Good
2026-05-02,7.4,SCB-102,Good
2026-05-03,7.4,SCB-102,Good
2026-05-04,7.41,SCB-102,Good
2026-05-05,7.41,SCB-102,Good
2026-05-06,7.41,SCB-102,Good
2026-05-07,7.41,SCB-102,Good
2026-05-08,7.41,SCB-102,Good
2026-05-09,7.41,SCB-102,Good
2026-05-10,7.42,SCB-102,Good
2026-05-11,7.42,SCB-102,Good
2026-05-12,7.42,SCB-102,Good
2026-05-13,7.42,SCB-102,Good
2026-05-14,7.43,SCB-102,Good
2026-05-15,7.42,SCB-102,Good
2026-05-16,7.42,SCB-102,Good
2026-05-17,7.43,SCB-102,Good
2026-05-18,7.43,SCB-102,Good
2026-05-19,7.43,SCB-102,Good
2026-05-20,7.43,SCB-102,Good
2026-05-21,7.43,SCB-102,Good
2026-05-22,7.44,SCB-102,Good
2026-05-23,7.44,SCB-102,Good
2026-05-24,7.44,SCB-102,Good
2026-05-25,7.44,SCB-102,Good
2026-05-26,7.44,SCB-102,Good
2026-05-27,7.45,SCB-102,Good
2026-05-28,7.45,SCB-102,Good
2026-05-29,7.45,SCB-102,Good
2026-05-30,7.46,SCB-102,Good
2026-05-31,7.46,SCB-102,Good
2026-06-01,7.46,SCB-102,Good
2026-06-02,7.47,SCB-102,Good
2026-06-03,7.47,SCB-102,Good
2026-06-04,7.47,SCB-102,Good
2026-06-05,7.47,SCB-102,Good
2026-06-06,7.47,SCB-102,Good
2026-06-07,7.47,SCB-102,Good
2026-06-08,7.47,SCB-102,Good
2026-06-09,7.48,SCB-102,Good
2026-06-10,7.48,SCB-102,Good
2026-06-11,7.48,SCB-102,Good
2026-06-12,7.48,SCB-102,Good
2026-06-13,7.48,SCB-102,Good
2026-06-14,7.48,SCB-102,Good
2026-06-15,7.49,SCB-102,Good
2026-06-16,7.49,SCB-102,Good
2026-06-17,7.49,SCB-102,Good
2026-06-18,7.49,SCB-102,Good
2026-06-19,7.49,SCB-102,Good
2026-06-20,7.49,SCB-102,Good
2026-06-21,7.49,SCB-102,Good
2026-06-22,7.49,SCB-102,Good
2026-06-23,7.49,SCB-102,Good
2026-06-24,7.5,SCB-102,Good
2026-06-25,7.5,SCB-102,Good
2026-06-26,7.51,SCB-102,Good
2026-06-27,7.47,SCB-102,Good
2026-06-28,7.5,SCB-102,Good
2026-06-29,7.51,SCB-102,Good
2026-06-30,7.52,SCB-102,Good
2026-01-01,14.0,SCB-103,Good
2026-01-02,14.0,SCB-103,Interpolated
2026-01-03,14.0,SCB-103,Good
2026-01-04,13.91,SCB-103,Good
2026-01-05,14.0,SCB-103,Good
2026-01-06,13.96,SCB-103,Interpolated
2026-01-07,13.92,SCB-103,Interpolated
2026-01-08,13.879999999999999,SCB-103,Interpolated
2026-01-09,13.84,SCB-103,Good
2026-01-10,13.82,SCB-103,Good
2026-01-11,13.99,SCB-103,Good
2026-01-12,9.94,SCB-103,Good
2026-01-13,5.6,SCB-103,Good
2026-01-14,5.6,SCB-103,Good
2026-01-15,5.6,SCB-103,Good
2026-01-16,5.6,SCB-103,Good
2026-01-17,5.6,SCB-103,Good
2026-01-18,5.6,SCB-103,Good
2026-01-19,5.52,SCB-103,Good
2026-01-20,5.5,SCB-103,Good
2026-01-21,5.48,SCB-103,Good
2026-01-22,5.46,SCB-103,Good
2026-01-23,5.48,SCB-103,Good
2026-01-24,5.48,SCB-103,Good
2026-01-25,5.48,SCB-103,Interpolated
2026-01-26,5.48,SCB-103,Interpolated
2026-01-27,5.48,SCB-103,Interpolated
2026-01-28,,SCB-103,Offline
2026-01-29,5.48,SCB-103,Good
2026-01-30,5.46,SCB-103,Good
2026-01-31,5.48,SCB-103,Good
2026-02-01,5.48,SCB-103,Good
2026-02-02,5.45,SCB-103,Good
2026-02-03,5.46,SCB-103,Good
2026-02-04,5.46,SCB-103,Good
2026-02-05,5.46,SCB-103,Good
2026-02-06,5.46,SCB-103,Good
2026-02-07,5.24,SCB-103,Good
2026-02-08,5.45,SCB-103,Good
2026-02-09,5.45,SCB-103,Good
2026-02-10,5.43,SCB-103,Good
2026-02-11,5.23,SCB-103,Good
2026-02-12,5.22,SCB-103,Good
2026-02-13,5.19,SCB-103,Good
2026-02-14,5.18,SCB-103,Good
2026-02-15,5.18,SCB-103,Good
2026-02-16,1.43,SCB-103,Good
2026-02-17,2.33,SCB-103,Good
2026-02-18,8.98,SCB-103,Good
2026-02-19,8.98,SCB-103,Good
2026-02-20,8.98,SCB-103,Good
2026-02-21,8.9,SCB-103,Good
2026-02-22,8.83,SCB-103,Good
2026-02-23,8.83,SCB-103,Good
2026-02-24,8.83,SCB-103,Good
2026-02-25,8.83,SCB-103,Good
2026-02-26,8.81,SCB-103,Good
2026-02-27,8.81,SCB-103,Good
2026-02-28,8.81,SCB-103,Good
2026-03-01,8.81,SCB-103,Good
2026-03-02,8.81,SCB-103,Good
2026-03-03,8.81,SCB-103,Good
2026-03-04,8.81,SCB-103,Good
2026-03-05,8.81,SCB-103,Good
2026-03-06,8.81,SCB-103,Good
2026-03-07,8.81,SCB-103,Good
2026-03-08,8.81,SCB-103,Good
2026-03-09,8.81,SCB-103,Good
2026-03-10,8.81,SCB-103,Good
2026-03-11,8.81,SCB-103,Good
2026-03-12,8.81,SCB-103,Good
2026-03-13,8.82,SCB-103,Good
2026-03-14,8.81,SCB-103,Good
2026-03-15,8.81,SCB-103,Good
2026-03-16,8.81,SCB-103,Good
2026-03-17,8.81,SCB-103,Good
2026-03-18,8.81,SCB-103,Good
2026-03-19,8.81,SCB-103,Good
2026-03-20,8.81,SCB-103,Good
2026-03-21,8.81,SCB-103,Good
2026-03-22,8.81,SCB-103,Good
2026-03-23,8.81,SCB-103,Good
2026-03-24,8.81,SCB-103,Good
2026-03-25,8.8125,SCB-103,Interpolated
2026-03-26,8.815000000000001,SCB-103,Interpolated
2026-03-27,8.8175,SCB-103,Interpolated
2026-03-28,8.82,SCB-103,Good
2026-03-29,8.82,SCB-103,Good
2026-03-30,8.82,SCB-103,Good
2026-03-31,8.82,SCB-103,Good
2026-04-01,8.81,SCB-103,Good
2026-04-02,8.81,SCB-103,Good
2026-04-03,8.81,SCB-103,Good
2026-04-04,8.81,SCB-103,Good
2026-04-05,8.81,SCB-103,Good
2026-04-06,8.81,SCB-103,Good
2026-04-07,8.81,SCB-103,Good
2026-04-08,8.81,SCB-103,Good
2026-04-09,8.82,SCB-103,Good
2026-04-10,8.81,SCB-103,Good
2026-04-11,8.81,SCB-103,Good
2026-04-12,8.81,SCB-103,Good
2026-04-13,8.82,SCB-103,Good
2026-04-14,8.82,SCB-103,Good
2026-04-15,8.82,SCB-103,Good
2026-04-16,8.82,SCB-103,Good
2026-04-17,8.82,SCB-103,Good
2026-04-18,8.82,SCB-103,Good
2026-04-19,8.82,SCB-103,Good
2026-04-20,8.81,SCB-103,Good
2026-04-21,8.82,SCB-103,Good
2026-04-22,8.82,SCB-103,Good
2026-04-23,8.81,SCB-103,Good
2026-04-24,8.81,SCB-103,Good
2026-04-25,8.81,SCB-103,Good
2026-04-26,8.81,SCB-103,Good
2026-04-27,8.82,SCB-103,Good
2026-04-28,8.81,SCB-103,Good
2026-04-29,8.81,SCB-103,Good
2026-04-30,8.81,SCB-103,Good
2026-05-01,8.81,SCB-103,Good
2026-05-02,8.81,SCB-103,Good
2026-05-03,8.81,SCB-103,Good
2026-05-04,8.82,SCB-103,Good
2026-05-05,8.82,SCB-103,Good
2026-05-06,8.81,SCB-103,Good
2026-05-07,8.81,SCB-103,Good
2026-05-08,8.81,SCB-103,Good
2026-05-09,8.83,SCB-103,Good
2026-05-10,8.83,SCB-103,Good
2026-05-11,8.83,SCB-103,Good
2026-05-12,8.83,SCB-103,Good
2026-05-13,8.83,SCB-103,Good
2026-05-14,8.82,SCB-103,Good
2026-05-15,8.81,SCB-103,Good
2026-05-16,8.81,SCB-103,Good
2026-05-17,8.81,SCB-103,Good
2026-05-18,8.81,SCB-103,Good
2026-05-19,8.81,SCB-103,Good
2026-05-20,8.81,SCB-103,Good
2026-05-21,8.81,SCB-103,Good
2026-05-22,8.81,SCB-103,Good
2026-05-23,8.81,SCB-103,Good
2026-05-24,8.81,SCB-103,Good
2026-05-25,8.81,SCB-103,Good
2026-05-26,8.82,SCB-103,Good
2026-05-27,8.82,SCB-103,Good
2026-05-28,8.81,SCB-103,Good
2026-05-29,8.81,SCB-103,Good
2026-05-30,8.82,SCB-103,Good
2026-05-31,8.82,SCB-103,Good
2026-06-01,8.81,SCB-103,Good
2026-06-02,8.81,SCB-103,Good
2026-06-03,8.81,SCB-103,Good
2026-06-04,8.81,SCB-103,Good
2026-06-05,8.81,SCB-103,Good
2026-06-06,8.81,SCB-103,Good
2026-06-07,8.81,SCB-103,Good
2026-06-08,8.81,SCB-103,Good
2026-06-09,8.81,SCB-103,Good
2026-06-10,8.81,SCB-103,Good
2026-06-11,8.81,SCB-103,Good
2026-06-12,8.81,SCB-103,Good
2026-06-13,8.81,SCB-103,Good
2026-06-14,8.81,SCB-103,Good
2026-06-15,8.81,SCB-103,Good
2026-06-16,8.81,SCB-103,Good
2026-06-17,8.81,SCB-103,Good
2026-06-18,8.8,SCB-103,Good
2026-06-19,8.81,SCB-103,Good
2026-06-20,8.81,SCB-103,Good
2026-06-21,8.8,SCB-103,Good
2026-06-22,8.82,SCB-103,Good
2026-06-23,8.81,SCB-103,Good
2026-06-24,8.82,SCB-103,Good
2026-06-25,8.84,SCB-103,Good
2026-06-26,8.83,SCB-103,Good
2026-06-27,8.83,SCB-103,Good
2026-06-28,8.81,SCB-103,Good
2026-06-29,8.81,SCB-103,Good
2026-06-30,8.81,SCB-103,Good
2026-01-01,12.45,SCB-104,Good
2026-01-02,12.57,SCB-104,Good
2026-01-03,12.58,SCB-104,Good
2026-01-04,12.57,SCB-104,Good
2026-01-05,12.56,SCB-104,Good
2026-01-06,12.540000000000001,SCB-104,Interpolated
2026-01-07,12.52,SCB-104,Interpolated
2026-01-08,12.5,SCB-104,Interpolated
2026-01-09,12.48,SCB-104,Good
2026-01-10,12.52,SCB-104,Good
2026-01-11,12.5,SCB-104,Good
2026-01-12,12.49,SCB-104,Good
2026-01-13,12.52,SCB-104,Good
2026-01-14,12.54,SCB-104,Good
2026-01-15,12.57,SCB-104,Good
2026-01-16,12.47,SCB-104,Good
2026-01-17,12.59,SCB-104,Good
2026-01-18,12.52,SCB-104,Good
2026-01-19,12.43,SCB-104,Good
2026-01-20,12.54,SCB-104,Good
2026-01-21,12.49,SCB-104,Good
2026-01-22,11.78,SCB-104,Good
2026-01-23,10.81,SCB-104,Good
2026-01-24,10.93,SCB-104,Good
2026-01-25,10.936,SCB-104,Interpolated
2026-01-26,10.942,SCB-104,Interpolated
2026-01-27,10.948,SCB-104,Interpolated
2026-01-28,,SCB-104,Offline
2026-01-29,10.96,SCB-104,Good
2026-01-30,10.96,SCB-104,Good
2026-01-31,10.96,SCB-104,Good
2026-02-01,10.95,SCB-104,Good
2026-02-02,10.96,SCB-104,Good
2026-02-03,10.97,SCB-104,Good
2026-02-04,10.97,SCB-104,Good
2026-02-05,10.97,SCB-104,Good
2026-02-06,10.94,SCB-104,Good
2026-02-07,10.98,SCB-104,Good
2026-02-08,10.98,SCB-104,Good
2026-02-09,10.98,SCB-104,Good
2026-02-10,10.98,SCB-104,Good
2026-02-11,10.98,SCB-104,Good
2026-02-12,10.95,SCB-104,Good
2026-02-13,10.99,SCB-104,Good
2026-02-14,10.89,SCB-104,Good
2026-02-15,10.8,SCB-104,Good
2026-02-16,10.8,SCB-104,Good
2026-02-17,10.8,SCB-104,Good
2026-02-18,10.8,SCB-104,Good
2026-02-19,10.8,SCB-104,Good
2026-02-20,10.8,SCB-104,Good
2026-02-21,10.81,SCB-104,Good
2026-02-22,10.81,SCB-104,Good
2026-02-23,10.81,SCB-104,Good
2026-02-24,10.81,SCB-104,Good
2026-02-25,10.78,SCB-104,Good
2026-02-26,10.82,SCB-104,Good
2026-02-27,10.35,SCB-104,Good
2026-02-28,10.82,SCB-104,Good
2026-03-01,10.82,SCB-104,Good
2026-03-02,10.82,SCB-104,Good
2026-03-03,10.83,SCB-104,Good
2026-03-04,10.83,SCB-104,Good
2026-03-05,10.81,SCB-104,Good
2026-03-06,10.83,SCB-104,Good
2026-03-07,10.83,SCB-104,Good
2026-03-08,10.83,SCB-104,Good
2026-03-09,10.83,SCB-104,Good
2026-03-10,10.4,SCB-104,Good
2026-03-11,10.83,SCB-104,Good
2026-03-12,10.83,SCB-104,Good
2026-03-13,10.83,SCB-104,Good
2026-03-14,10.84,SCB-104,Good
2026-03-15,10.83,SCB-104,Good
2026-03-16,10.84,SCB-104,Good
2026-03-17,10.83,SCB-104,Good
2026-03-18,10.84,SCB-104,Good
2026-03-19,10.81,SCB-104,Good
2026-03-20,10.81,SCB-104,Good
2026-03-21,10.82,SCB-104,Good
2026-03-22,10.83,SCB-104,Good
2026-03-23,10.83,SCB-104,Good
2026-03-24,10.83,SCB-104,Good
2026-03-25,10.8325,SCB-104,Interpolated
2026-03-26,10.835,SCB-104,Interpolated
2026-03-27,10.8375,SCB-104,Interpolated
2026-03-28,10.84,SCB-104,Good
2026-03-29,10.84,SCB-104,Good
2026-03-30,10.84,SCB-104,Good
2026-03-31,10.84,SCB-104,Good
2026-04-01,10.84,SCB-104,Good
2026-04-02,10.85,SCB-104,Good
2026-04-03,10.85,SCB-104,Good
2026-04-04,10.85,SCB-104,Good
2026-04-05,10.85,SCB-104,Good
2026-04-06,10.84,SCB-104,Good
2026-04-07,10.84,SCB-104,Good
2026-04-08,10.85,SCB-104,Good
2026-04-09,10.84,SCB-104,Good
2026-04-10,10.59,SCB-104,Good
2026-04-11,10.84,SCB-104,Good
2026-04-12,10.85,SCB-104,Good
2026-04-13,10.84,SCB-104,Good
2026-04-14,10.85,SCB-104,Good
2026-04-15,10.85,SCB-104,Good
2026-04-16,10.85,SCB-104,Good
2026-04-17,10.85,SCB-104,Good
2026-04-18,10.85,SCB-104,Good
2026-04-19,10.85,SCB-104,Good
2026-04-20,10.85,SCB-104,Good
2026-04-21,10.85,SCB-104,Good
2026-04-22,10.83,SCB-104,Good
2026-04-23,10.85,SCB-104,Good
2026-04-24,10.74,SCB-104,Good
2026-04-25,10.84,SCB-104,Good
2026-04-26,10.87,SCB-104,Good
2026-04-27,10.86,SCB-104,Good
2026-04-28,10.85,SCB-104,Good
2026-04-29,10.85,SCB-104,Good
2026-04-30,10.85,SCB-104,Good
2026-05-01,10.85,SCB-104,Good
2026-05-02,10.85,SCB-104,Good
2026-05-03,10.84,SCB-104,Good
2026-05-04,10.84,SCB-104,Good
2026-05-05,10.84,SCB-104,Good
2026-05-06,10.84,SCB-104,Good
2026-05-07,10.83,SCB-104,Good
2026-05-08,10.84,SCB-104,Good
2026-05-09,10.82,SCB-104,Good
2026-05-10,10.8,SCB-104,Good
2026-05-11,10.73,SCB-104,Good
2026-05-12,10.79,SCB-104,Good
2026-05-13,10.78,SCB-104,Good
2026-05-14,10.76,SCB-104,Good
2026-05-15,10.76,SCB-104,Good
2026-05-16,10.76,SCB-104,Good
2026-05-17,11.55,SCB-104,Good
2026-05-18,12.79,SCB-104,Good
2026-05-19,12.59,SCB-104,Good
2026-05-20,12.45,SCB-104,Good
2026-05-21,12.34,SCB-104,Good
2026-05-22,12.18,SCB-104,Good
2026-05-23,12.16,SCB-104,Good
2026-05-24,12.08,SCB-104,Good
2026-05-25,12.04,SCB-104,Good
2026-05-26,11.99,SCB-104,Good
2026-05-27,11.98,SCB-104,Good
2026-05-28,11.9,SCB-104,Good
2026-05-29,11.83,SCB-104,Good
2026-05-30,11.7,SCB-104,Good
2026-05-31,11.7,SCB-104,Good
2026-06-01,11.58,SCB-104,Good
2026-06-02,11.66,SCB-104,Good
2026-06-03,11.66,SCB-104,Good
2026-06-04,11.63,SCB-104,Good
2026-06-05,11.61,SCB-104,Good
2026-06-06,12.13,SCB-104,Good
2026-06-07,12.49,SCB-104,Good
2026-06-08,12.49,SCB-104,Good
2026-06-09,12.43,SCB-104,Good
2026-06-10,12.23,SCB-104,Good
2026-06-11,12.06,SCB-104,Good
2026-06-12,12.04,SCB-104,Good
2026-06-13,11.94,SCB-104,Good
2026-06-14,11.76,SCB-104,Good
2026-06-15,11.68,SCB-104,Good
2026-06-16,11.6,SCB-104,Good
2026-06-17,11.57,SCB-104,Good
2026-06-18,11.57,SCB-104,Good
2026-06-19,11.49,SCB-104,Good
2026-06-20,11.49,SCB-104,Good
2026-06-21,11.51,SCB-104,Good
2026-06-22,12.26,SCB-104,Good
2026-06-23,12.54,SCB-104,Good
2026-06-24,12.5,SCB-104,Good
2026-06-25,12.49,SCB-104,Good
2026-06-26,12.54,SCB-104,Good
2026-06-27,12.49,SCB-104,Good
2026-06-28,12.51,SCB-104,Good
2026-06-29,12.53,SCB-104,Good
2026-06-30,12.5,SCB-104,Good
2026-01-01,13.02,SCB-105,Good
2026-01-02,13.09,SCB-105,Good
2026-01-03,13.05,SCB-105,Good
2026-01-04,12.84,SCB-105,Good
2026-01-05,12.8,SCB-105,Good
2026-01-06,12.752500000000001,SCB-105,Interpolated
2026-01-07,12.705,SCB-105,Interpolated
2026-01-08,12.657499999999999,SCB-105,Interpolated
2026-01-09,12.61,SCB-105,Good
2026-01-10,12.59,SCB-105,Good
2026-01-11,12.52,SCB-105,Good
2026-01-12,12.46,SCB-105,Good
2026-01-13,12.45,SCB-105,Good
2026-01-14,12.4,SCB-105,Good
2026-01-15,12.34,SCB-105,Good
2026-01-16,12.36,SCB-105,Good
2026-01-17,12.3,SCB-105,Good
2026-01-18,12.27,SCB-105,Good
2026-01-19,12.29,SCB-105,Good
2026-01-20,12.25,SCB-105,Interpolated
2026-01-21,12.21,SCB-105,Good
2026-01-22,12.18,SCB-105,Good
2026-01-23,12.14,SCB-105,Good
2026-01-24,12.08,SCB-105,Good
2026-01-25,12.062,SCB-105,Interpolated
2026-01-26,12.044,SCB-105,Interpolated
2026-01-27,12.026,SCB-105,Interpolated
2026-01-28,,SCB-105,Offline
